filename,times,segLen,correctBitRate,randomBitRate,noiseBitRate,correctWholeRate,randomWholeRate,noiseWholeRate
../data/data_static_indoor_1_r.mat,148,8,25736 / 25752 = 0.999378689,18520 / 25752 = 0.7191674433,12130 / 25752 = 0.4710313762,145 / 148 = 0.9797297297,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,7,68622 / 68672 = 0.9992719012,46118 / 68672 = 0.6715691985,34622 / 68672 = 0.5041647251,145 / 148 = 0.9797297297,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,6,68566 / 68672 = 0.9984564306,44332 / 68672 = 0.6455615098,34462 / 68672 = 0.5018348089,140 / 148 = 0.9459459459,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,5,68590 / 68672 = 0.998805918,43412 / 68672 = 0.6321644921,34560 / 68672 = 0.5032618826,139 / 148 = 0.9391891892,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,4,68522 / 68672 = 0.9978157036,44390 / 68672 = 0.6464061044,33460 / 68672 = 0.4872437092,132 / 148 = 0.8918918919,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,15,8874 / 8880 = 0.9993243243,6770 / 8880 = 0.7623873874,4218 / 8880 = 0.475,147 / 148 = 0.9932432432,7 / 148 = 0.0472972973,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,14,25698 / 25752 = 0.9979030755,19226 / 25752 = 0.7465827897,12962 / 25752 = 0.5033395464,143 / 148 = 0.9662162162,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,13,25714 / 25752 = 0.9985243865,19284 / 25752 = 0.7488350419,12896 / 25752 = 0.5007766387,146 / 148 = 0.9864864865,3 / 148 = 0.0202702703,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,12,25736 / 25752 = 0.999378689,19646 / 25752 = 0.7628922025,13190 / 25752 = 0.5121932277,147 / 148 = 0.9932432432,1 / 148 = 0.0067567568,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,11,25738 / 25752 = 0.9994563529,18100 / 25752 = 0.7028580304,13294 / 25752 = 0.516231749,146 / 148 = 0.9864864865,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,10,25740 / 25752 = 0.9995340168,19020 / 25752 = 0.738583411,13492 / 25752 = 0.5239204722,147 / 148 = 0.9932432432,1 / 148 = 0.0067567568,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,9,25736 / 25752 = 0.999378689,18070 / 25752 = 0.7016930724,13110 / 25752 = 0.5090866729,146 / 148 = 0.9864864865,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,8,25740 / 25752 = 0.9995340168,18624 / 25752 = 0.7232059646,12232 / 25752 = 0.4749922336,146 / 148 = 0.9864864865,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,7,68622 / 68672 = 0.9992719012,45704 / 68672 = 0.6655405405,34626 / 68672 = 0.504222973,146 / 148 = 0.9864864865,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,6,68554 / 68672 = 0.9982816869,44552 / 68672 = 0.6487651445,34426 / 68672 = 0.5013105778,142 / 148 = 0.9594594595,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,5,68454 / 68672 = 0.9968254893,43624 / 68672 = 0.6352516309,34384 / 68672 = 0.5006989748,141 / 148 = 0.9527027027,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,4,68470 / 68672 = 0.9970584809,43670 / 68672 = 0.6359214818,33720 / 68672 = 0.4910298229,128 / 148 = 0.8648648649,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,15,8880 / 8880 = 1.0,6512 / 8880 = 0.7333333333,4122 / 8880 = 0.4641891892,148 / 148 = 1.0,9 / 148 = 0.0608108108,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,14,25736 / 25752 = 0.999378689,18872 / 25752 = 0.7328362846,12944 / 25752 = 0.5026405716,147 / 148 = 0.9932432432,1 / 148 = 0.0067567568,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,13,25708 / 25752 = 0.9982913948,19134 / 25752 = 0.7430102516,12990 / 25752 = 0.5044268406,144 / 148 = 0.972972973,3 / 148 = 0.0202702703,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,12,25752 / 25752 = 1.0,19296 / 25752 = 0.7493010252,13176 / 25752 = 0.5116495806,148 / 148 = 1.0,1 / 148 = 0.0067567568,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,11,25736 / 25752 = 0.999378689,18238 / 25752 = 0.7082168375,13030 / 25752 = 0.505980118,146 / 148 = 0.9864864865,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,10,25728 / 25752 = 0.9990680336,18622 / 25752 = 0.7231283007,13570 / 25752 = 0.5269493632,144 / 148 = 0.972972973,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,9,25740 / 25752 = 0.9995340168,18642 / 25752 = 0.7239049394,13050 / 25752 = 0.5067567568,146 / 148 = 0.9864864865,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,8,25724 / 25752 = 0.9989127058,18612 / 25752 = 0.7227399814,12022 / 25752 = 0.4668375272,144 / 148 = 0.972972973,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,7,68624 / 68672 = 0.9993010252,45688 / 68672 = 0.6653075489,34758 / 68672 = 0.5061451538,144 / 148 = 0.972972973,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,6,68560 / 68672 = 0.9983690587,44460 / 68672 = 0.6474254427,34250 / 68672 = 0.4987476701,140 / 148 = 0.9459459459,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,5,68588 / 68672 = 0.998776794,43842 / 68672 = 0.6384261417,34112 / 68672 = 0.4967381174,140 / 148 = 0.9459459459,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_static_indoor_1_r.mat,148,4,68630 / 68672 = 0.999388397,44088 / 68672 = 0.6420083877,33710 / 68672 = 0.4908842032,141 / 148 = 0.9527027027,0 / 148 = 0.0,0 / 148 = 0.0
../data/data_mobile_indoor_1_r.mat,28,15,1676 / 1680 = 0.9976190476,1290 / 1680 = 0.7678571429,786 / 1680 = 0.4678571429,27 / 28 = 0.9642857143,3 / 28 = 0.1071428571,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,14,4868 / 4872 = 0.9991789819,3612 / 4872 = 0.7413793103,2454 / 4872 = 0.5036945813,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,13,4860 / 4872 = 0.9975369458,3734 / 4872 = 0.7664203612,2450 / 4872 = 0.5028735632,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,12,4872 / 4872 = 1.0,3690 / 4872 = 0.7573891626,2524 / 4872 = 0.5180623974,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,11,4850 / 4872 = 0.9954844007,3536 / 4872 = 0.7257799672,2464 / 4872 = 0.5057471264,26 / 28 = 0.9285714286,1 / 28 = 0.0357142857,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,10,4862 / 4872 = 0.9979474548,3684 / 4872 = 0.7561576355,2636 / 4872 = 0.5410509031,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,9,4872 / 4872 = 1.0,3544 / 4872 = 0.7274220033,2424 / 4872 = 0.4975369458,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,8,4872 / 4872 = 1.0,3562 / 4872 = 0.7311165846,2212 / 4872 = 0.4540229885,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,7,12992 / 12992 = 1.0,8820 / 12992 = 0.6788793103,6472 / 12992 = 0.4981527094,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,6,12980 / 12992 = 0.9990763547,8354 / 12992 = 0.6430110837,6558 / 12992 = 0.5047721675,26 / 28 = 0.9285714286,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,5,12986 / 12992 = 0.9995381773,8436 / 12992 = 0.6493226601,6544 / 12992 = 0.5036945813,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,4,12940 / 12992 = 0.9959975369,8518 / 12992 = 0.6556342365,6234 / 12992 = 0.4798337438,24 / 28 = 0.8571428571,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,15,1680 / 1680 = 1.0,1216 / 1680 = 0.7238095238,776 / 1680 = 0.4619047619,28 / 28 = 1.0,1 / 28 = 0.0357142857,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,14,4866 / 4872 = 0.9987684729,3436 / 4872 = 0.7052545156,2530 / 4872 = 0.5192939245,27 / 28 = 0.9642857143,1 / 28 = 0.0357142857,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,13,4872 / 4872 = 1.0,3536 / 4872 = 0.7257799672,2450 / 4872 = 0.5028735632,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,12,4872 / 4872 = 1.0,3488 / 4872 = 0.7159277504,2580 / 4872 = 0.5295566502,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,11,4872 / 4872 = 1.0,3404 / 4872 = 0.6986863711,2452 / 4872 = 0.5032840722,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,10,4872 / 4872 = 1.0,3430 / 4872 = 0.7040229885,2558 / 4872 = 0.5250410509,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,9,4872 / 4872 = 1.0,3340 / 4872 = 0.6855500821,2454 / 4872 = 0.5036945813,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,8,4866 / 4872 = 0.9987684729,3386 / 4872 = 0.6949917898,2342 / 4872 = 0.4807060755,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,7,12982 / 12992 = 0.9992302956,8520 / 12992 = 0.6557881773,6554 / 12992 = 0.5044642857,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,6,12932 / 12992 = 0.9953817734,8462 / 12992 = 0.6513238916,6480 / 12992 = 0.4987684729,26 / 28 = 0.9285714286,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,5,12952 / 12992 = 0.9969211823,8188 / 12992 = 0.6302339901,6492 / 12992 = 0.4996921182,23 / 28 = 0.8214285714,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,4,12910 / 12992 = 0.9936884236,8406 / 12992 = 0.6470135468,6360 / 12992 = 0.4895320197,22 / 28 = 0.7857142857,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,15,1680 / 1680 = 1.0,1232 / 1680 = 0.7333333333,776 / 1680 = 0.4619047619,28 / 28 = 1.0,2 / 28 = 0.0714285714,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,14,4848 / 4872 = 0.9950738916,3454 / 4872 = 0.7089490969,2520 / 4872 = 0.5172413793,26 / 28 = 0.9285714286,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,13,4872 / 4872 = 1.0,3658 / 4872 = 0.7508210181,2430 / 4872 = 0.4987684729,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,12,4872 / 4872 = 1.0,3562 / 4872 = 0.7311165846,2552 / 4872 = 0.5238095238,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,11,4872 / 4872 = 1.0,3326 / 4872 = 0.6826765189,2482 / 4872 = 0.5094417077,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,10,4872 / 4872 = 1.0,3466 / 4872 = 0.7114121511,2546 / 4872 = 0.5225779967,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,9,4872 / 4872 = 1.0,3430 / 4872 = 0.7040229885,2510 / 4872 = 0.5151888342,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,8,4856 / 4872 = 0.9967159278,3444 / 4872 = 0.7068965517,2332 / 4872 = 0.4786535304,26 / 28 = 0.9285714286,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,7,12992 / 12992 = 1.0,8490 / 12992 = 0.653479064,6500 / 12992 = 0.5003078818,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,6,12960 / 12992 = 0.9975369458,8002 / 12992 = 0.6159174877,6418 / 12992 = 0.4939963054,26 / 28 = 0.9285714286,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,5,12984 / 12992 = 0.9993842365,8054 / 12992 = 0.6199199507,6452 / 12992 = 0.4966133005,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,4,12950 / 12992 = 0.9967672414,8274 / 12992 = 0.6368534483,6364 / 12992 = 0.4898399015,24 / 28 = 0.8571428571,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,15,1680 / 1680 = 1.0,1270 / 1680 = 0.755952381,770 / 1680 = 0.4583333333,28 / 28 = 1.0,2 / 28 = 0.0714285714,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,14,4872 / 4872 = 1.0,3676 / 4872 = 0.7545155993,2466 / 4872 = 0.5061576355,28 / 28 = 1.0,1 / 28 = 0.0357142857,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,13,4844 / 4872 = 0.9942528736,3558 / 4872 = 0.7302955665,2400 / 4872 = 0.4926108374,25 / 28 = 0.8928571429,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,12,4862 / 4872 = 0.9979474548,3608 / 4872 = 0.7405582923,2438 / 4872 = 0.500410509,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,11,4872 / 4872 = 1.0,3460 / 4872 = 0.710180624,2492 / 4872 = 0.5114942529,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,10,4872 / 4872 = 1.0,3572 / 4872 = 0.7331691297,2600 / 4872 = 0.5336617406,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,9,4872 / 4872 = 1.0,3552 / 4872 = 0.7290640394,2476 / 4872 = 0.5082101806,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,8,4872 / 4872 = 1.0,3516 / 4872 = 0.7216748768,2304 / 4872 = 0.4729064039,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,7,12952 / 12992 = 0.9969211823,8450 / 12992 = 0.6504002463,6476 / 12992 = 0.4984605911,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,6,12962 / 12992 = 0.9976908867,8082 / 12992 = 0.6220751232,6536 / 12992 = 0.5030788177,25 / 28 = 0.8928571429,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,5,12910 / 12992 = 0.9936884236,8130 / 12992 = 0.6257697044,6522 / 12992 = 0.5020012315,25 / 28 = 0.8928571429,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,4,12966 / 12992 = 0.9979987685,8442 / 12992 = 0.6497844828,6378 / 12992 = 0.4909174877,25 / 28 = 0.8928571429,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,15,1680 / 1680 = 1.0,1244 / 1680 = 0.7404761905,806 / 1680 = 0.4797619048,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,14,4872 / 4872 = 1.0,3496 / 4872 = 0.7175697865,2500 / 4872 = 0.513136289,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,13,4872 / 4872 = 1.0,3470 / 4872 = 0.7122331691,2470 / 4872 = 0.5069786535,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,12,4872 / 4872 = 1.0,3442 / 4872 = 0.7064860427,2548 / 4872 = 0.5229885057,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,11,4846 / 4872 = 0.9946633826,3392 / 4872 = 0.6962233169,2480 / 4872 = 0.5090311987,26 / 28 = 0.9285714286,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,10,4872 / 4872 = 1.0,3490 / 4872 = 0.7163382594,2562 / 4872 = 0.525862069,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,9,4868 / 4872 = 0.9991789819,3378 / 4872 = 0.6933497537,2516 / 4872 = 0.5164203612,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,8,4872 / 4872 = 1.0,3512 / 4872 = 0.7208538588,2308 / 4872 = 0.473727422,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,7,12986 / 12992 = 0.9995381773,8436 / 12992 = 0.6493226601,6500 / 12992 = 0.5003078818,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,6,12982 / 12992 = 0.9992302956,8236 / 12992 = 0.6339285714,6496 / 12992 = 0.5,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,5,12958 / 12992 = 0.9973830049,8162 / 12992 = 0.6282327586,6430 / 12992 = 0.4949199507,25 / 28 = 0.8928571429,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,4,12958 / 12992 = 0.9973830049,8236 / 12992 = 0.6339285714,6420 / 12992 = 0.4941502463,24 / 28 = 0.8571428571,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,15,1680 / 1680 = 1.0,1146 / 1680 = 0.6821428571,908 / 1680 = 0.5404761905,28 / 28 = 1.0,1 / 28 = 0.0357142857,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,14,4828 / 4832 = 0.9991721854,2838 / 4832 = 0.5873344371,2820 / 4832 = 0.5836092715,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,13,4864 / 4864 = 1.0,2916 / 4864 = 0.5995065789,2796 / 4864 = 0.5748355263,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,12,4834 / 4850 = 0.9967010309,2904 / 4850 = 0.5987628866,2752 / 4850 = 0.5674226804,26 / 28 = 0.9285714286,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,11,4834 / 4834 = 1.0,2884 / 4834 = 0.5966073645,2750 / 4834 = 0.5688870501,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,10,4816 / 4832 = 0.9966887417,2976 / 4832 = 0.6158940397,2810 / 4832 = 0.5815397351,26 / 28 = 0.9285714286,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,9,4838 / 4848 = 0.9979372937,2910 / 4848 = 0.6002475248,2790 / 4848 = 0.5754950495,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,8,4864 / 4864 = 1.0,3096 / 4864 = 0.6365131579,3012 / 4864 = 0.6192434211,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,7,12788 / 12822 = 0.9973483076,7488 / 12822 = 0.5839962564,7182 / 12822 = 0.5601310248,24 / 28 = 0.8571428571,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,6,12884 / 12896 = 0.9990694789,7342 / 12896 = 0.5693238213,7100 / 12896 = 0.5505583127,26 / 28 = 0.9285714286,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,5,12766 / 12786 = 0.9984357891,7466 / 12786 = 0.5839199124,7051 / 12786 = 0.5514625372,25 / 28 = 0.8928571429,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,4,12726 / 12744 = 0.9985875706,7672 / 12744 = 0.6020087884,7216 / 12744 = 0.5662272442,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,15,1674 / 1680 = 0.9964285714,1122 / 1680 = 0.6678571429,850 / 1680 = 0.505952381,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,14,4848 / 4856 = 0.9983525535,2854 / 4856 = 0.5877265239,2860 / 4856 = 0.5889621087,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,13,4832 / 4832 = 1.0,2816 / 4832 = 0.582781457,2846 / 4832 = 0.5889900662,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,12,4832 / 4834 = 0.999586264,2792 / 4834 = 0.5775755068,2862 / 4834 = 0.5920562681,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,11,4842 / 4864 = 0.9954769737,2908 / 4864 = 0.5978618421,2860 / 4864 = 0.5879934211,25 / 28 = 0.8928571429,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,10,4820 / 4832 = 0.9975165563,2880 / 4832 = 0.5960264901,2916 / 4832 = 0.6034768212,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,9,4842 / 4842 = 1.0,2921 / 4842 = 0.6032631144,2792 / 4842 = 0.5766212309,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,8,4818 / 4848 = 0.9938118812,3054 / 4848 = 0.629950495,2752 / 4848 = 0.5676567657,25 / 28 = 0.8928571429,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,7,12805 / 12839 = 0.9973518187,7443 / 12839 = 0.5797180466,7300 / 12839 = 0.5685801075,25 / 28 = 0.8928571429,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,6,12804 / 12828 = 0.9981290926,7372 / 12828 = 0.5746803867,7013 / 12828 = 0.5466947303,25 / 28 = 0.8928571429,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,5,12814 / 12814 = 1.0,7520 / 12814 = 0.5868581239,7100 / 12814 = 0.5540814734,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,4,12711 / 12727 = 0.9987428302,7595 / 12727 = 0.5967627878,7263 / 12727 = 0.5706765145,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,15,1680 / 1680 = 1.0,1140 / 1680 = 0.6785714286,886 / 1680 = 0.5273809524,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,14,4836 / 4840 = 0.9991735537,2790 / 4840 = 0.576446281,2820 / 4840 = 0.5826446281,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,13,4822 / 4832 = 0.9979304636,3004 / 4832 = 0.6216887417,2818 / 4832 = 0.5831953642,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,12,4846 / 4856 = 0.9979406919,2882 / 4856 = 0.5934925865,2752 / 4856 = 0.5667215815,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,11,4832 / 4832 = 1.0,2866 / 4832 = 0.5931291391,2768 / 4832 = 0.5728476821,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,10,4844 / 4848 = 0.9991749175,2908 / 4848 = 0.5998349835,2780 / 4848 = 0.5734323432,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,9,4864 / 4864 = 1.0,2990 / 4864 = 0.6147203947,2854 / 4864 = 0.5867598684,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,8,4844 / 4856 = 0.9975288303,2954 / 4856 = 0.6083196046,2844 / 4856 = 0.5856672158,26 / 28 = 0.9285714286,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,7,12826 / 12826 = 1.0,7406 / 12826 = 0.5774208639,7216 / 12826 = 0.5626072041,28 / 28 = 1.0,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,6,12839 / 12847 = 0.9993772865,7396 / 12847 = 0.5756986067,7099 / 12847 = 0.552580369,27 / 28 = 0.9642857143,0 / 28 = 0.0,0 / 28 = 0.0
../data/data_mobile_indoor_1_r.mat,28,5,12810 / 12830 = 0.9984411535,7536 / 12830 = 0.5873733437,7155 / 12830 = 0.5576773188,26 / 28 = 0.9285714286,0 / 28 = 0.0,0 / 28 = 0.0
