filename,times,segLen,correctBitRate,randomBitRate,noiseBitRate,correctWholeRate,randomWholeRate,noiseWholeRate
../data/data_static_indoor_1_r_m.mat,741,6,128910 / 128934 = 0.9998138583,69676 / 128934 = 0.540400515,67138 / 128934 = 0.5207160253,738 / 741 = 0.995951417,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,7,128914 / 128934 = 0.9998448819,69450 / 128934 = 0.5386476802,67134 / 128934 = 0.5206850016,738 / 741 = 0.995951417,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,8,44460 / 44460 = 1.0,24858 / 44460 = 0.5591093117,23398 / 44460 = 0.5262708052,741 / 741 = 1.0,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,9,44450 / 44460 = 0.9997750787,25044 / 44460 = 0.5632928475,23522 / 44460 = 0.5290598291,739 / 741 = 0.9973009447,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,10,44454 / 44460 = 0.9998650472,24778 / 44460 = 0.5573099415,23402 / 44460 = 0.5263607737,740 / 741 = 0.9986504723,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,11,44444 / 44460 = 0.999640126,24656 / 44460 = 0.5545659019,23504 / 44460 = 0.5286549708,738 / 741 = 0.995951417,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,12,44436 / 44460 = 0.9994601889,24666 / 44460 = 0.5547908232,23346 / 44460 = 0.5251012146,736 / 741 = 0.9932523617,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,13,44446 / 44460 = 0.9996851102,24626 / 44460 = 0.5538911381,23468 / 44460 = 0.5278452542,739 / 741 = 0.9973009447,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,14,44434 / 44460 = 0.9994152047,24918 / 44460 = 0.5604588394,23426 / 44460 = 0.5269005848,736 / 741 = 0.9932523617,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,15,13338 / 13338 = 1.0,7694 / 13338 = 0.5768481032,6982 / 13338 = 0.5234667866,741 / 741 = 1.0,45 / 741 = 0.0607287449,28 / 741 = 0.0377867746
,,,,,,,,
../data/data_static_indoor_1_r_m.mat,741,4,128930 / 128934 = 0.9999689764,69524 / 128934 = 0.5392216173,67446 / 128934 = 0.5231048443,740 / 741 = 0.9986504723,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,5,128928 / 128934 = 0.9999534646,69942 / 128934 = 0.542463586,67476 / 128934 = 0.5233375215,740 / 741 = 0.9986504723,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,6,128910 / 128934 = 0.9998138583,69586 / 128934 = 0.5397024834,67784 / 128934 = 0.5257263406,737 / 741 = 0.9946018893,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,7,128916 / 128934 = 0.9998603937,69370 / 128934 = 0.5380272077,67558 / 128934 = 0.5239735058,738 / 741 = 0.995951417,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,8,44442 / 44460 = 0.9995951417,24758 / 44460 = 0.556860099,23588 / 44460 = 0.5305443095,738 / 741 = 0.995951417,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,9,44460 / 44460 = 1.0,24512 / 44460 = 0.5513270355,23486 / 44460 = 0.5282501125,741 / 741 = 1.0,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,10,44460 / 44460 = 1.0,24620 / 44460 = 0.5537561853,23442 / 44460 = 0.5272604588,741 / 741 = 1.0,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,11,44446 / 44460 = 0.9996851102,24560 / 44460 = 0.5524066577,23748 / 44460 = 0.5341430499,738 / 741 = 0.995951417,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,12,44448 / 44460 = 0.9997300945,24744 / 44460 = 0.5565452092,23364 / 44460 = 0.5255060729,739 / 741 = 0.9973009447,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,13,44450 / 44460 = 0.9997750787,24874 / 44460 = 0.5594691858,23484 / 44460 = 0.5282051282,738 / 741 = 0.995951417,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,14,44450 / 44460 = 0.9997750787,24912 / 44460 = 0.5603238866,23546 / 44460 = 0.5295996401,738 / 741 = 0.995951417,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,15,13338 / 13338 = 1.0,7418 / 13338 = 0.5561553456,7012 / 13338 = 0.5257159994,741 / 741 = 1.0,43 / 741 = 0.0580296896,27 / 741 = 0.036437247
,,,,,,,,
../data/data_static_indoor_1_r_m.mat,741,4,128928 / 128934 = 0.9999534646,69597 / 128934 = 0.5397877984,67246 / 128934 = 0.5215536631,740 / 741 = 0.9986504723,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,5,128928 / 128934 = 0.9999534646,69812 / 128934 = 0.5414553182,67516 / 128934 = 0.5236477578,739 / 741 = 0.9973009447,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,6,128906 / 128934 = 0.9997828346,69708 / 128934 = 0.540648704,67408 / 128934 = 0.5228101199,736 / 741 = 0.9932523617,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,7,128916 / 128934 = 0.9998603937,69372 / 128934 = 0.5380427195,67532 / 128934 = 0.5237718523,737 / 741 = 0.9946018893,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,8,44460 / 44460 = 1.0,24952 / 44460 = 0.5612235717,23486 / 44460 = 0.5282501125,741 / 741 = 1.0,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,9,44456 / 44460 = 0.9999100315,25175 / 44460 = 0.5662393162,23300 / 44460 = 0.5240665767,740 / 741 = 0.9986504723,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,10,44460 / 44460 = 1.0,25326 / 44460 = 0.5696356275,23396 / 44460 = 0.526225821,741 / 741 = 1.0,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,11,44460 / 44460 = 1.0,25221 / 44460 = 0.5672739541,23234 / 44460 = 0.5225820963,741 / 741 = 1.0,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,12,44438 / 44460 = 0.9995051732,25165 / 44460 = 0.566014395,23246 / 44460 = 0.5228520018,735 / 741 = 0.991902834,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,13,44440 / 44460 = 0.9995501574,25083 / 44460 = 0.5641700405,23626 / 44460 = 0.5313990103,737 / 741 = 0.9946018893,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,14,44444 / 44460 = 0.999640126,25078 / 44460 = 0.5640575798,23652 / 44460 = 0.5319838057,739 / 741 = 0.9973009447,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,15,13338 / 13338 = 1.0,8146 / 13338 = 0.6107362423,7116 / 13338 = 0.5335132704,741 / 741 = 1.0,28 / 741 = 0.0377867746,28 / 741 = 0.0377867746
,,,,,,,,
../data/data_mobile_indoor_1_r_m.mat,144,4,25048 / 25056 = 0.9996807152,13601 / 25056 = 0.5428240741,13126 / 25056 = 0.523866539,143 / 144 = 0.9930555556,0 / 144 = 0.0,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,5,25028 / 25056 = 0.9988825032,13559 / 25056 = 0.5411478289,12944 / 25056 = 0.5166028097,141 / 144 = 0.9791666667,0 / 144 = 0.0,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,6,25056 / 25056 = 1.0,13539 / 25056 = 0.5403496169,13002 / 25056 = 0.5189176245,144 / 144 = 1.0,0 / 144 = 0.0,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,7,25040 / 25056 = 0.9993614304,13569 / 25056 = 0.5415469349,13030 / 25056 = 0.5200351213,140 / 144 = 0.9722222222,0 / 144 = 0.0,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,8,8630 / 8640 = 0.9988425926,4879 / 8640 = 0.5646990741,4444 / 8640 = 0.5143518519,142 / 144 = 0.9861111111,0 / 144 = 0.0,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,9,8626 / 8640 = 0.9983796296,4930 / 8640 = 0.5706018519,4556 / 8640 = 0.5273148148,142 / 144 = 0.9861111111,0 / 144 = 0.0,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,10,8628 / 8640 = 0.9986111111,4865 / 8640 = 0.5630787037,4584 / 8640 = 0.5305555556,140 / 144 = 0.9722222222,0 / 144 = 0.0,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,11,8618 / 8640 = 0.9974537037,4892 / 8640 = 0.5662037037,4568 / 8640 = 0.5287037037,143 / 144 = 0.9930555556,0 / 144 = 0.0,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,12,8624 / 8640 = 0.9981481481,4894 / 8640 = 0.5664351852,4610 / 8640 = 0.5335648148,142 / 144 = 0.9861111111,0 / 144 = 0.0,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,13,8634 / 8640 = 0.9993055556,4794 / 8640 = 0.5548611111,4584 / 8640 = 0.5305555556,143 / 144 = 0.9930555556,0 / 144 = 0.0,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,14,8634 / 8640 = 0.9993055556,4786 / 8640 = 0.5539351852,4524 / 8640 = 0.5236111111,143 / 144 = 0.9930555556,0 / 144 = 0.0,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,15,2592 / 2592 = 1.0,1606 / 2592 = 0.6195987654,1330 / 2592 = 0.513117284,144 / 144 = 1.0,2 / 144 = 0.0138888889,7 / 144 = 0.0486111111
,,,,,,,,
../data/data_mobile_indoor_1_r_m.mat,144,4,25040 / 25056 = 0.9993614304,14078 / 25056 = 0.5618614304,12892 / 25056 = 0.5145274585,142 / 144 = 0.9861111111,0 / 144 = 0.0,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,5,25046 / 25056 = 0.999600894,14158 / 25056 = 0.5650542784,13124 / 25056 = 0.5237867178,143 / 144 = 0.9930555556,0 / 144 = 0.0,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,6,25036 / 25056 = 0.999201788,13996 / 25056 = 0.5585887612,12972 / 25056 = 0.5177203065,142 / 144 = 0.9861111111,0 / 144 = 0.0,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,7,25042 / 25056 = 0.9994412516,14030 / 25056 = 0.5599457216,13102 / 25056 = 0.5229086845,142 / 144 = 0.9861111111,0 / 144 = 0.0,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,8,8640 / 8640 = 1.0,5254 / 8640 = 0.6081018519,4548 / 8640 = 0.5263888889,144 / 144 = 1.0,0 / 144 = 0.0,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,9,8640 / 8640 = 1.0,5209 / 8640 = 0.6028935185,4486 / 8640 = 0.519212963,144 / 144 = 1.0,0 / 144 = 0.0,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,10,8636 / 8640 = 0.999537037,5198 / 8640 = 0.6016203704,4568 / 8640 = 0.5287037037,143 / 144 = 0.9930555556,0 / 144 = 0.0,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,11,8636 / 8640 = 0.999537037,5172 / 8640 = 0.5986111111,4546 / 8640 = 0.5261574074,143 / 144 = 0.9930555556,0 / 144 = 0.0,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,12,8624 / 8640 = 0.9981481481,5163 / 8640 = 0.5975694444,4582 / 8640 = 0.5303240741,141 / 144 = 0.9791666667,0 / 144 = 0.0,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,13,8624 / 8640 = 0.9981481481,5124 / 8640 = 0.5930555556,4494 / 8640 = 0.5201388889,141 / 144 = 0.9791666667,0 / 144 = 0.0,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,14,8640 / 8640 = 1.0,5249 / 8640 = 0.6075231481,4516 / 8640 = 0.5226851852,144 / 144 = 1.0,0 / 144 = 0.0,0 / 144 = 0.0
../data/data_mobile_indoor_1_r_m.mat,144,15,2592 / 2592 = 1.0,1746 / 2592 = 0.6736111111,1340 / 2592 = 0.5169753086,144 / 144 = 1.0,8 / 144 = 0.0555555556,3 / 144 = 0.0208333333
,,,,,,,,
../data/data_static_indoor_1_r_m.mat,741,4,128920 / 128934 = 0.9998914173,70274 / 128934 = 0.5450385469,67270 / 128934 = 0.5217398049,738 / 741 = 0.995951417,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,5,128912 / 128934 = 0.9998293701,70298 / 128934 = 0.5452246886,67314 / 128934 = 0.5220810647,736 / 741 = 0.9932523617,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,6,128902 / 128934 = 0.999751811,70255 / 128934 = 0.5448911846,67256 / 128934 = 0.5216312222,735 / 741 = 0.991902834,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,7,128932 / 128934 = 0.9999844882,70506 / 128934 = 0.5468379171,67066 / 128934 = 0.5201576,740 / 741 = 0.9986504723,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,8,44456 / 44460 = 0.9999100315,25657 / 44460 = 0.5770805218,23630 / 44460 = 0.5314889789,740 / 741 = 0.9986504723,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,9,44460 / 44460 = 1.0,25999 / 44460 = 0.5847728295,23096 / 44460 = 0.5194781826,741 / 741 = 1.0,0 / 741 = 0.0,1 / 741 = 0.0013495277
../data/data_static_indoor_1_r_m.mat,741,10,44456 / 44460 = 0.9999100315,25671 / 44460 = 0.5773954116,23192 / 44460 = 0.5216374269,740 / 741 = 0.9986504723,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,11,44444 / 44460 = 0.999640126,25668 / 44460 = 0.5773279352,23622 / 44460 = 0.5313090418,738 / 741 = 0.995951417,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,12,44444 / 44460 = 0.999640126,25632 / 44460 = 0.5765182186,23392 / 44460 = 0.5261358525,738 / 741 = 0.995951417,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,13,44438 / 44460 = 0.9995051732,25535 / 44460 = 0.5743364822,23344 / 44460 = 0.5250562303,736 / 741 = 0.9932523617,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,14,44446 / 44460 = 0.9996851102,25683 / 44460 = 0.5776653171,23152 / 44460 = 0.5207377418,738 / 741 = 0.995951417,0 / 741 = 0.0,0 / 741 = 0.0
../data/data_static_indoor_1_r_m.mat,741,15,13338 / 13338 = 1.0,8514 / 13338 = 0.6383265857,7030 / 13338 = 0.5270655271,741 / 741 = 1.0,37 / 741 = 0.0499325236,15 / 741 = 0.020242915
,,,,,,,,
,,,,,,,,
../data/data_static_indoor_1_r_m.mat,185,4,216450 / 216450 = 1.0,216450 / 216450 = 1.0,216450 / 216450 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,5,216450 / 216450 = 1.0,216450 / 216450 = 1.0,216450 / 216450 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,6,216450 / 216450 = 1.0,216450 / 216450 = 1.0,216450 / 216450 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,7,216450 / 216450 = 1.0,216450 / 216450 = 1.0,216450 / 216450 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,8,85840 / 85840 = 1.0,85840 / 85840 = 1.0,85840 / 85840 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,9,85840 / 85840 = 1.0,85840 / 85840 = 1.0,85840 / 85840 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,10,85840 / 85840 = 1.0,85840 / 85840 = 1.0,85840 / 85840 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,11,85840 / 85840 = 1.0,85840 / 85840 = 1.0,85840 / 85840 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,12,85840 / 85840 = 1.0,85840 / 85840 = 1.0,85840 / 85840 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,13,85840 / 85840 = 1.0,85840 / 85840 = 1.0,85840 / 85840 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,14,85840 / 85840 = 1.0,85840 / 85840 = 1.0,85840 / 85840 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,15,85840 / 85840 = 1.0,85840 / 85840 = 1.0,85840 / 85840 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
,,,,,,,,
../data/data_static_indoor_1_r_m.mat,185,4,216450 / 216450 = 1.0,216450 / 216450 = 1.0,216450 / 216450 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,5,216450 / 216450 = 1.0,216450 / 216450 = 1.0,216450 / 216450 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,6,216450 / 216450 = 1.0,216450 / 216450 = 1.0,216450 / 216450 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,7,216450 / 216450 = 1.0,216450 / 216450 = 1.0,216450 / 216450 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,8,85840 / 85840 = 1.0,85840 / 85840 = 1.0,85840 / 85840 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,9,85840 / 85840 = 1.0,85840 / 85840 = 1.0,85840 / 85840 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,10,85840 / 85840 = 1.0,85840 / 85840 = 1.0,85840 / 85840 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,11,85840 / 85840 = 1.0,85840 / 85840 = 1.0,85840 / 85840 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,12,85840 / 85840 = 1.0,85840 / 85840 = 1.0,85840 / 85840 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,13,85840 / 85840 = 1.0,85840 / 85840 = 1.0,85840 / 85840 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,14,85840 / 85840 = 1.0,85840 / 85840 = 1.0,85840 / 85840 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,15,85840 / 85840 = 1.0,85840 / 85840 = 1.0,85840 / 85840 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
,,,,,,,,
../data/data_static_indoor_1_r_m.mat,185,4,216450 / 216450 = 1.0,216450 / 216450 = 1.0,216450 / 216450 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,5,216450 / 216450 = 1.0,216450 / 216450 = 1.0,216450 / 216450 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,6,216450 / 216450 = 1.0,216450 / 216450 = 1.0,216450 / 216450 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,7,216450 / 216450 = 1.0,216450 / 216450 = 1.0,216450 / 216450 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,8,85840 / 85840 = 1.0,85840 / 85840 = 1.0,85840 / 85840 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,9,85840 / 85840 = 1.0,85840 / 85840 = 1.0,85840 / 85840 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,10,85840 / 85840 = 1.0,85840 / 85840 = 1.0,85840 / 85840 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,11,85840 / 85840 = 1.0,85840 / 85840 = 1.0,85840 / 85840 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,12,85840 / 85840 = 1.0,85840 / 85840 = 1.0,85840 / 85840 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,13,85840 / 85840 = 1.0,85840 / 85840 = 1.0,85840 / 85840 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,14,85840 / 85840 = 1.0,85840 / 85840 = 1.0,85840 / 85840 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,15,85840 / 85840 = 1.0,85840 / 85840 = 1.0,85840 / 85840 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
,,,,,,,,
../data/data_static_indoor_1_r_m.mat,185,4,216450 / 216450 = 1.0,216450 / 216450 = 1.0,216450 / 216450 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,5,216450 / 216450 = 1.0,216450 / 216450 = 1.0,216450 / 216450 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,6,216450 / 216450 = 1.0,216450 / 216450 = 1.0,216450 / 216450 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,7,216450 / 216450 = 1.0,216450 / 216450 = 1.0,216450 / 216450 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,8,85840 / 85840 = 1.0,85840 / 85840 = 1.0,85840 / 85840 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,9,85840 / 85840 = 1.0,85840 / 85840 = 1.0,85840 / 85840 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,10,85840 / 85840 = 1.0,85840 / 85840 = 1.0,85840 / 85840 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,11,85840 / 85840 = 1.0,85840 / 85840 = 1.0,85840 / 85840 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,12,85840 / 85840 = 1.0,85840 / 85840 = 1.0,85840 / 85840 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,13,85840 / 85840 = 1.0,85840 / 85840 = 1.0,85840 / 85840 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,14,85840 / 85840 = 1.0,85840 / 85840 = 1.0,85840 / 85840 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,15,85840 / 85840 = 1.0,85840 / 85840 = 1.0,85840 / 85840 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
,,,,,,,,
../data/data_static_indoor_1_r_m.mat,185,4,216450 / 216450 = 1.0,216450 / 216450 = 1.0,216450 / 216450 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,5,216450 / 216450 = 1.0,216450 / 216450 = 1.0,216450 / 216450 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,6,216450 / 216450 = 1.0,216450 / 216450 = 1.0,216450 / 216450 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,7,216450 / 216450 = 1.0,216450 / 216450 = 1.0,216450 / 216450 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,8,85840 / 85840 = 1.0,85840 / 85840 = 1.0,85840 / 85840 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,9,85840 / 85840 = 1.0,85840 / 85840 = 1.0,85840 / 85840 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,10,85840 / 85840 = 1.0,85840 / 85840 = 1.0,85840 / 85840 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,11,85840 / 85840 = 1.0,85840 / 85840 = 1.0,85840 / 85840 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
../data/data_static_indoor_1_r_m.mat,185,12,85840 / 85840 = 1.0,85840 / 85840 = 1.0,85840 / 85840 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0,185 / 185 = 1.0
